FID,CH4,latitude,longitude,State
163746,1.94917765,42.2818627,-71.60892053,Massachusetts
163752,1.95514127,42.28186273,-71.60891992,Massachusetts
163758,1.94703284,42.28186274,-71.6089205,Massachusetts
163764,1.95486114,42.28186275,-71.60891998,Massachusetts
163770,1.94725919,42.28186277,-71.6089205,Massachusetts
163776,1.95026546,42.28186278,-71.60892029,Massachusetts
163782,1.94869474,42.2818628,-71.6089206,Massachusetts
163788,1.94742993,42.28186281,-71.60892053,Massachusetts
163794,1.95057293,42.28186282,-71.60892025,Massachusetts
163800,1.94658805,42.28186284,-71.60892058,Massachusetts
163806,1.95314185,42.28186288,-71.60892012,Massachusetts
163812,1.9509632,42.2818629,-71.60892026,Massachusetts
163818,1.94913138,42.28186291,-71.60892062,Massachusetts
163824,1.94816418,42.28186295,-71.60892062,Massachusetts
163830,1.94780671,42.28186296,-71.60892067,Massachusetts
163836,1.94859729,42.28186298,-71.60892063,Massachusetts
163842,1.94567604,42.281863,-71.60892064,Massachusetts
163848,1.94727554,42.28186305,-71.60892055,Massachusetts
163854,1.94944925,42.28186308,-71.60892053,Massachusetts
163860,1.94889143,42.28186309,-71.60892071,Massachusetts
163866,1.94873492,42.28186311,-71.60892056,Massachusetts
163872,1.94936694,42.28186315,-71.60892053,Massachusetts
163878,1.94908199,42.28186317,-71.60892056,Massachusetts
163884,1.94888023,42.28186329,-71.60892086,Massachusetts
163890,1.94995713,42.28186336,-71.60892085,Massachusetts
163896,1.94714933,42.28186337,-71.60892085,Massachusetts
163902,1.94800567,42.2818634,-71.608921,Massachusetts
163908,1.95485808,42.28186349,-71.60892115,Massachusetts
163914,1.95122793,42.28186353,-71.60892103,Massachusetts
163920,1.95234711,42.28186354,-71.60892103,Massachusetts
163926,1.94812318,42.28186355,-71.60892098,Massachusetts
163932,1.9544325,42.28186358,-71.60892124,Massachusetts
163938,1.95292626,42.2818636,-71.60892121,Massachusetts
163944,1.95421705,42.28186361,-71.60892123,Massachusetts
163950,1.95379101,42.28186363,-71.60892134,Massachusetts
163956,1.95501719,42.28186367,-71.60892105,Massachusetts
163962,1.95287692,42.28186367,-71.60892115,Massachusetts
163968,1.95393429,42.28186368,-71.6089211,Massachusetts
163974,1.95328336,42.28186372,-71.60892117,Massachusetts
163980,1.95245538,42.28186385,-71.60892123,Massachusetts
163986,1.951842,42.28186391,-71.60892138,Massachusetts
163992,1.94733607,42.28186392,-71.60892212,Massachusetts
163998,1.94911827,42.28186393,-71.60892203,Massachusetts
164004,1.94696726,42.28186395,-71.60892191,Massachusetts
164010,1.95288015,42.28186395,-71.60892143,Massachusetts
164016,1.9491774,42.28186396,-71.60892204,Massachusetts
164022,1.9517107,42.28186397,-71.6089214,Massachusetts
164028,1.95290006,42.28186398,-71.6089215,Massachusetts
164034,1.95397403,42.28186399,-71.60892149,Massachusetts
164040,1.95108788,42.281864,-71.60892222,Massachusetts
164046,1.95096425,42.28186401,-71.60892218,Massachusetts
164052,1.94536494,42.28186402,-71.60892218,Massachusetts
164058,1.95365828,42.28186402,-71.60892149,Massachusetts
164064,1.95085254,42.28186402,-71.60892171,Massachusetts
164070,1.94514568,42.28186403,-71.60892213,Massachusetts
164076,1.94891092,42.28186404,-71.60892219,Massachusetts
164082,1.94871601,42.28186405,-71.60892227,Massachusetts
164088,1.94779359,42.28186406,-71.60892234,Massachusetts
164094,1.94919053,42.28186407,-71.60892227,Massachusetts
164100,1.95040413,42.28186409,-71.60892217,Massachusetts
164106,1.95106164,42.28186411,-71.60892218,Massachusetts
164112,1.94506116,42.28186413,-71.60892221,Massachusetts
164118,1.94363128,42.28186414,-71.60892228,Massachusetts
164124,1.94338932,42.28186418,-71.60892227,Massachusetts
164130,1.94782094,42.28186439,-71.60892221,Massachusetts
164136,1.94860375,42.28186443,-71.60892247,Massachusetts
164142,1.94789493,42.28186446,-71.60892239,Massachusetts
164148,1.94846807,42.28186447,-71.60892253,Massachusetts
164154,1.95025767,42.28186456,-71.60892255,Massachusetts
164160,1.94931174,42.28186472,-71.60892268,Massachusetts
164166,1.94921324,42.28186491,-71.60892278,Massachusetts
164172,1.94793393,42.28186501,-71.60892293,Massachusetts
164178,1.94748345,42.28186507,-71.60892297,Massachusetts
164184,1.94723688,42.2818651,-71.60892309,Massachusetts
164190,1.94707956,42.28186512,-71.60892318,Massachusetts
164196,1.94651305,42.28186518,-71.60892337,Massachusetts
164202,1.94653856,42.28186529,-71.60892342,Massachusetts
164208,1.94598414,42.28186541,-71.60892373,Massachusetts
164214,1.94578028,42.28186546,-71.60892379,Massachusetts
164220,1.94622937,42.2818655,-71.60892378,Massachusetts
164226,1.9458211,42.28186553,-71.60892382,Massachusetts
164232,1.94414694,42.28190525,-71.60904844,Massachusetts
164238,1.95646543,42.28193021,-71.41907191,Massachusetts
164244,1.97993498,42.28202257,-71.67203492,Massachusetts
164250,1.96258932,42.2820798,-71.60904015,Massachusetts
164256,2.01381417,42.28214868,-71.56716315,Massachusetts
164262,1.98084534,42.2822136,-71.67142215,Massachusetts
164268,1.9514171,42.2822928,-71.51218206,Massachusetts
164274,1.95857311,42.28235263,-71.41940977,Massachusetts
164280,1.95157465,42.28238232,-71.60868791,Massachusetts
164286,1.95476068,42.28240544,-71.60856673,Massachusetts
164292,1.94927708,42.28241698,-71.51209949,Massachusetts
164298,1.95363938,42.28245822,-71.608471,Massachusetts
164304,1.96203569,42.28249889,-71.65710578,Massachusetts
164310,1.95673939,42.28251285,-71.65742022,Massachusetts
164316,1.9555455,42.28254024,-71.65773238,Massachusetts
164322,1.95725778,42.28257757,-71.65804286,Massachusetts
164328,1.94250895,42.28260141,-71.60853127,Massachusetts
164334,1.95844214,42.28261542,-71.65350268,Massachusetts
164340,1.96192441,42.28265576,-71.65866571,Massachusetts
164346,1.95922108,42.28269622,-71.65898068,Massachusetts
164352,1.95625611,42.28271656,-71.60851769,Massachusetts
164358,1.96789594,42.28276085,-71.41974649,Massachusetts
164364,1.9576371,42.28280061,-71.6085482,Massachusetts
164370,2.0142225,42.28284273,-71.56715881,Massachusetts
164376,1.94309437,42.2828742,-71.6086326,Massachusetts
164382,1.95686066,42.28288844,-71.64831526,Massachusetts
164388,1.95384047,42.28292959,-71.64743302,Massachusetts
164394,1.95165999,42.28295993,-71.64666194,Massachusetts
164400,1.95129323,42.28296436,-71.64654124,Massachusetts
164406,1.95050483,42.2829666,-71.64648286,Massachusetts
164412,1.95084591,42.28297941,-71.64611873,Massachusetts
164418,1.95216082,42.28300756,-71.64550156,Massachusetts
164424,1.95606834,42.28306288,-71.64441379,Massachusetts
164430,1.96131352,42.2830776,-71.64411368,Massachusetts
164436,1.9463959,42.28311463,-71.60872459,Massachusetts
164442,1.97232728,42.28314735,-71.66837086,Massachusetts
164448,1.95942229,42.28319342,-71.66282797,Massachusetts
164454,1.95941724,42.28323767,-71.66315358,Massachusetts
164460,1.93490701,42.28326976,-71.46019256,Massachusetts
164466,1.934809,42.28326976,-71.46019256,Massachusetts
164472,1.93322399,42.28326976,-71.46019256,Massachusetts
164478,1.95759302,42.28329094,-71.42023802,Massachusetts
164484,1.97513859,42.2833304,-71.7979851,Massachusetts
164490,1.96280896,42.28337495,-71.66413421,Massachusetts
164496,1.95342964,42.28339788,-71.60878778,Massachusetts
164502,1.95785555,42.28343819,-71.6667501,Massachusetts
164508,1.96478738,42.28347071,-71.66511425,Massachusetts
164514,1.94761957,42.28349073,-71.63647911,Massachusetts
164520,2.01657003,42.28353087,-71.56712535,Massachusetts
164526,1.94864654,42.28356851,-71.63520673,Massachusetts
164532,1.95225848,42.28362008,-71.52588801,Massachusetts
164538,1.93020568,42.28365307,-71.46013285,Massachusetts
164544,1.95039442,42.28371404,-71.63282993,Massachusetts
164550,1.94526893,42.28376528,-71.63195111,Massachusetts
164556,1.97363083,42.28380389,-71.79798506,Massachusetts
164562,1.94578285,42.28385798,-71.63050619,Massachusetts
164568,1.94617343,42.28390403,-71.60902429,Massachusetts
164574,1.94984917,42.28394171,-71.62907559,Massachusetts
164580,1.94662476,42.28399134,-71.60905972,Massachusetts
164586,1.92805212,42.28401723,-71.46004447,Massachusetts
164592,1.95060521,42.28407956,-71.52590165,Massachusetts
164598,1.96368128,42.28411174,-71.42088607,Massachusetts
164604,1.94388485,42.28417404,-71.60913066,Massachusetts
164610,2.01469281,42.28422727,-71.56712355,Massachusetts
164616,1.94531662,42.28425215,-71.6232407,Massachusetts
164622,1.94528011,42.28428944,-71.6225891,Massachusetts
164628,1.95074079,42.28435345,-71.60915284,Massachusetts
164634,1.94842212,42.2843944,-71.52589317,Massachusetts
164640,1.94156517,42.28443785,-71.61972363,Massachusetts
164646,2.01330587,42.28446162,-71.56712582,Massachusetts
164652,1.94329877,42.28449302,-71.61863814,Massachusetts
164658,1.94170846,42.28452124,-71.61809131,Massachusetts
164664,1.94290493,42.28457441,-71.61700475,Massachusetts
164670,1.95174074,42.28462827,-71.60932302,Massachusetts
164676,1.94849227,42.28467768,-71.61472974,Massachusetts
164682,2.1209218,42.28471054,-71.56708222,Massachusetts
164688,1.97509758,42.28471721,-71.79801036,Massachusetts
164694,1.94420416,42.28475047,-71.61307101,Massachusetts
164700,1.94640376,42.28479179,-71.61190105,Massachusetts
164706,1.94920221,42.28481061,-71.61142755,Massachusetts
164712,1.94808954,42.2848518,-71.61051362,Massachusetts
164718,1.95345436,42.28486795,-71.6099353,Massachusetts
164724,1.95741024,42.28490054,-71.60456892,Massachusetts
164730,1.94328707,42.28490795,-71.60884788,Massachusetts
164736,1.96241317,42.28492451,-71.60569907,Massachusetts
164742,1.94997779,42.28493796,-71.60770291,Massachusetts
164748,1.9293019,42.28494927,-71.45987559,Massachusetts
164754,1.95630773,42.28502062,-71.60228076,Massachusetts
164760,1.95477518,42.28512669,-71.6014227,Massachusetts
164766,2.12507677,42.28517297,-71.56709879,Massachusetts
164772,1.93088698,42.28532384,-71.45983292,Massachusetts
164778,1.95224784,42.28537492,-71.42179197,Massachusetts
164784,1.9587674,42.28549645,-71.59978225,Massachusetts
164790,1.92921146,42.28564492,-73.15374887,Massachusetts
164796,1.93309976,42.28568349,-71.45984655,Massachusetts
164802,1.95752406,42.28579982,-71.52587986,Massachusetts
164808,2.01552232,42.28588555,-71.56718122,Massachusetts
164814,1.97434536,42.28597019,-71.79797099,Massachusetts
164820,1.93202087,42.28612524,-71.45985317,Massachusetts
164826,1.96185347,42.28624806,-71.59694335,Massachusetts
164832,2.01798451,42.28635982,-71.56722372,Massachusetts
164862,1.95689318,42.28646075,-71.42262394,Massachusetts
164868,1.94820378,42.28664665,-71.59543993,Massachusetts
164874,1.93323288,42.28667176,-71.45981648,Massachusetts
164880,1.95530569,42.2868026,-71.42288242,Massachusetts
164886,1.95420029,42.28686671,-71.52599706,Massachusetts
164892,1.95539575,42.28692736,-71.51037887,Massachusetts
164898,1.97676404,42.28706686,-71.5938443,Massachusetts
164904,1.95169544,42.28717232,-71.52604741,Massachusetts
164910,1.95143857,42.28732568,-71.52606799,Massachusetts
164916,2.08274852,42.2874108,-71.59254282,Massachusetts
164922,2.01685182,42.2875082,-71.56738395,Massachusetts
164928,1.92871174,42.28759951,-73.15562556,Massachusetts
164934,2.1240558,42.28772191,-71.5673997,Massachusetts
164940,1.93239927,42.28780043,-71.45985366,Massachusetts
164946,1.95780571,42.2879291,-71.59058853,Massachusetts
164952,1.93581326,42.28804493,-71.45983774,Massachusetts
164958,2.12511807,42.28812019,-71.56746096,Massachusetts
164964,1.94836843,42.28815941,-71.58959635,Massachusetts
164970,1.9507735,42.28836704,-71.58832038,Massachusetts
164976,1.9343941,42.28840579,-71.4598461,Massachusetts
164982,1.94809067,42.28847039,-71.58669631,Massachusetts
164988,1.96457414,42.28848651,-71.42415898,Massachusetts
164994,1.94665458,42.28850172,-71.58400047,Massachusetts
165000,1.95285239,42.2885213,-71.50909773,Massachusetts
165006,1.94486603,42.28854198,-71.58056903,Massachusetts
165012,1.94289867,42.28855935,-71.57846095,Massachusetts
165018,1.94747351,42.28856257,-71.5774092,Massachusetts
165024,1.94307858,42.28856378,-71.57435488,Massachusetts
165030,1.982264,42.28858102,-71.79667155,Massachusetts
165036,1.94086005,42.28860737,-71.57037352,Massachusetts
165042,1.95213446,42.28862467,-71.50898356,Massachusetts
165048,1.94093124,42.28864777,-71.5665599,Massachusetts
165054,1.93912367,42.28866394,-71.56486586,Massachusetts
165060,1.94037743,42.28868145,-71.56326802,Massachusetts
165066,1.9404572,42.28871909,-71.56173057,Massachusetts
165072,1.93710359,42.28877656,-71.45984298,Massachusetts
165078,2.12521772,42.28883395,-71.5677589,Massachusetts
165084,2.01714669,42.288841,-71.56795009,Massachusetts
165090,2.01089064,42.28885645,-71.56598321,Massachusetts
165096,2.12673672,42.28886127,-71.56535429,Massachusetts
165102,2.01089828,42.28886674,-71.56699989,Massachusetts
165108,2.01164651,42.28887031,-71.56649161,Massachusetts
165114,2.02503527,42.28888302,-71.56329934,Massachusetts
165120,1.95616583,42.28889099,-71.50876842,Massachusetts
165126,2.134094,42.28889718,-71.56252357,Massachusetts
165132,2.13657326,42.28890129,-71.56231061,Massachusetts
165138,2.14249932,42.28892134,-71.56172688,Massachusetts
165144,2.06524841,42.28892936,-71.56167586,Massachusetts
165150,2.07596637,42.28895045,-71.5613506,Massachusetts
165156,2.10269169,42.2889754,-71.56104121,Massachusetts
165162,1.95412503,42.28900008,-71.52630023,Massachusetts
165168,1.95501076,42.28900373,-71.52630653,Massachusetts
165174,2.1081707,42.2890047,-71.5607296,Massachusetts
165180,2.1601842,42.28901189,-71.56090127,Massachusetts
165186,1.94269167,42.28903191,-71.55928089,Massachusetts
165192,2.02087425,42.28905624,-71.56906672,Massachusetts
165198,2.12244918,42.28908662,-71.56074078,Massachusetts
165204,2.02215829,42.28911094,-71.5607252,Massachusetts
165210,2.13431599,42.28912583,-71.55977084,Massachusetts
165216,2.04209722,42.28913958,-71.5598322,Massachusetts
165222,2.11729731,42.28914853,-71.56070806,Massachusetts
165228,2.11672031,42.28915068,-71.56070793,Massachusetts
165234,2.11582301,42.28915557,-71.5607096,Massachusetts
165240,2.11574974,42.28916266,-71.56070914,Massachusetts
165246,1.94409391,42.28916566,-71.55867554,Massachusetts
165252,2.12022985,42.28917474,-71.56003539,Massachusetts
165258,2.11566551,42.28919363,-71.56070905,Massachusetts
165264,2.0220924,42.2892147,-71.56068805,Massachusetts
165270,1.95327903,42.28923623,-71.45987073,Massachusetts
165276,2.11560325,42.28924535,-71.56035713,Massachusetts
165282,2.12467554,42.28924624,-71.56035137,Massachusetts
165288,2.12677928,42.28924704,-71.56035169,Massachusetts
165294,2.1511474,42.2892481,-71.56035641,Massachusetts
165300,2.11972796,42.28924881,-71.5603508,Massachusetts
165306,2.12031911,42.2892497,-71.56035068,Massachusetts
165312,2.11645342,42.289251,-71.56035192,Massachusetts
165318,2.13452944,42.28925243,-71.56035062,Massachusetts
165324,2.11554263,42.28925544,-71.5603474,Massachusetts
165330,2.12055494,42.28925742,-71.56031639,Massachusetts
165336,2.11485796,42.28925995,-71.56034295,Massachusetts
165342,2.11507357,42.28926522,-71.56033749,Massachusetts
165348,2.12046017,42.28926826,-71.56030784,Massachusetts
165354,2.18626549,42.28927192,-71.5589253,Massachusetts
165360,2.15528118,42.28927679,-71.56034516,Massachusetts
165366,2.12046418,42.28928009,-71.5603182,Massachusetts
165372,1.92781701,42.28928171,-73.1577816,Massachusetts
165378,2.11593246,42.28928285,-71.5603213,Massachusetts
165384,2.11625964,42.2892856,-71.56031829,Massachusetts
165390,2.12144934,42.28928799,-71.5603188,Massachusetts
165396,2.010224,42.28929053,-71.56066042,Massachusetts
165402,2.11744279,42.28929298,-71.56031199,Massachusetts
165408,2.11674021,42.28929487,-71.56030909,Massachusetts
165414,2.11278964,42.28929741,-71.56067042,Massachusetts
165420,2.11625505,42.28929964,-71.56030272,Massachusetts
165426,2.18525999,42.28930461,-71.55876307,Massachusetts
165432,2.12351826,42.28930736,-71.56033216,Massachusetts
165438,2.11715958,42.28931178,-71.56029984,Massachusetts
165444,2.12214563,42.28931424,-71.56031557,Massachusetts
165450,2.03250109,42.28931575,-71.56002287,Massachusetts
165456,2.03210778,42.28931582,-71.56002309,Massachusetts
165462,2.01611953,42.28931587,-71.56002266,Massachusetts
165468,2.03219116,42.28931593,-71.56002302,Massachusetts
165474,2.12030096,42.28931613,-71.56029964,Massachusetts
165480,2.74574667,42.28931632,-71.56002217,Massachusetts
165486,2.4227526,42.28931644,-71.56002197,Massachusetts
165492,2.11726442,42.2893168,-71.5602918,Massachusetts
165498,2.7191158,42.28931696,-71.56002115,Massachusetts
165504,2.17503598,42.28931732,-71.5600222,Massachusetts
165510,5.42012476,42.28931755,-71.56002056,Massachusetts
165516,2.25517113,42.28931776,-71.56002177,Massachusetts
165522,2.11789215,42.28931813,-71.56028767,Massachusetts
165528,3.3927518,42.28931839,-71.56001982,Massachusetts
165534,2.11830672,42.28931866,-71.56028537,Massachusetts
165540,2.1185468,42.28931884,-71.56028502,Massachusetts
165546,3.29832686,42.28931927,-71.56001943,Massachusetts
165552,2.11668714,42.28932012,-71.56028826,Massachusetts
165558,3.2778813,42.2893202,-71.56001904,Massachusetts
165564,3.08118632,42.28932083,-71.56001882,Massachusetts
165570,2.11763153,42.28932125,-71.56028405,Massachusetts
165576,2.88381595,42.28932155,-71.56001829,Massachusetts
165582,2.74182572,42.28932187,-71.56001811,Massachusetts
165588,2.11787308,42.28932232,-71.5602833,Massachusetts
165594,2.1174951,42.28932291,-71.56028324,Massachusetts
165600,2.09023521,42.28932312,-71.56001756,Massachusetts
165606,2.13216881,42.28932394,-71.5677149,Massachusetts
165612,2.16345036,42.2893243,-71.56001741,Massachusetts
165618,2.11768337,42.28932645,-71.56028554,Massachusetts
165624,2.11821492,42.28932779,-71.56028692,Massachusetts
165630,2.12213471,42.28932874,-71.56031442,Massachusetts
165636,2.01515334,42.28932989,-71.56001624,Massachusetts
165642,2.02262385,42.28933044,-71.56001741,Massachusetts
165648,2.03053919,42.28933114,-71.56001808,Massachusetts
165654,2.11431998,42.28933163,-71.56033043,Massachusetts
165660,2.11344834,42.28933207,-71.56033128,Massachusetts
165666,2.02671391,42.2893322,-71.56002156,Massachusetts
165672,2.11898108,42.28933248,-71.56030163,Massachusetts
165678,2.11655132,42.28933279,-71.56031584,Massachusetts
165684,2.11905994,42.28933303,-71.56030493,Massachusetts
165690,2.11651667,42.28933322,-71.5603106,Massachusetts
165696,2.11673172,42.28933356,-71.56031603,Massachusetts
165702,2.11428814,42.28933378,-71.56032967,Massachusetts
165708,2.11673409,42.28933385,-71.56031646,Massachusetts
165714,2.11953823,42.28933436,-71.5603145,Massachusetts
165720,2.025713,42.28933516,-71.56002274,Massachusetts
165726,2.12083847,42.28933568,-71.56031528,Massachusetts
165732,2.12033238,42.28933623,-71.56031541,Massachusetts
165738,2.1176927,42.2893367,-71.5603165,Massachusetts
165744,2.11995455,42.28933762,-71.56031341,Massachusetts
165750,2.11814868,42.28933814,-71.56031585,Massachusetts
165756,2.11965654,42.2893389,-71.56031596,Massachusetts
165762,2.0248381,42.28933987,-71.56001207,Massachusetts
165768,2.00886023,42.28934114,-71.56059702,Massachusetts
165774,2.01834032,42.28934331,-71.56001007,Massachusetts
165780,2.02399758,42.28934504,-71.56000922,Massachusetts
165786,2.12155091,42.28934601,-71.56031238,Massachusetts
165792,2.02794686,42.28934685,-71.56000635,Massachusetts
165798,2.12586281,42.28934865,-71.56031251,Massachusetts
165804,2.01909553,42.28935113,-71.56000437,Massachusetts
165810,2.03557842,42.28935235,-71.56000578,Massachusetts
165816,2.01571415,42.28935323,-71.56000372,Massachusetts
165822,2.0294002,42.28935497,-71.56000516,Massachusetts
165828,2.02225367,42.28935575,-71.56000547,Massachusetts
165834,2.09089887,42.28935669,-71.56000619,Massachusetts
165840,2.04918574,42.28935719,-71.56000679,Massachusetts
165846,2.03275668,42.28935728,-71.56000732,Massachusetts
165852,2.00287116,42.28935763,-71.56001061,Massachusetts
165858,2.0079936,42.28935775,-71.56001095,Massachusetts
165864,2.00025907,42.28935786,-71.56001031,Massachusetts
165870,2.02798456,42.28935801,-71.56000862,Massachusetts
165876,2.00896042,42.2893582,-71.56001038,Massachusetts
165882,2.02716276,42.28935822,-71.56001032,Massachusetts
165888,2.06709636,42.28935824,-71.56000988,Massachusetts
165894,2.03312799,42.28935836,-71.56000954,Massachusetts
165900,2.01960282,42.28936202,-71.56001474,Massachusetts
165906,1.98804499,42.28936642,-71.7955317,Massachusetts
165912,2.03124412,42.28937292,-71.56002589,Massachusetts
165918,2.11285306,42.28938526,-71.56040382,Massachusetts
165924,2.02008699,42.28938909,-71.5600815,Massachusetts
165930,1.94176242,42.28939145,-71.55776065,Massachusetts
165936,2.01251046,42.28941517,-71.56776166,Massachusetts
165942,1.92804701,42.28946933,-73.15808324,Massachusetts
165948,2.12446922,42.28949347,-71.55779208,Massachusetts
165954,1.94211092,42.28954293,-71.55715096,Massachusetts
165960,2.03379218,42.28958996,-71.55749956,Massachusetts
165966,2.1222101,42.28962205,-71.55725792,Massachusetts
165972,1.94032905,42.2896925,-71.55654821,Massachusetts
165978,2.1639463,42.28971485,-71.55696125,Massachusetts
165984,1.92383888,42.28972403,-71.46044887,Massachusetts
165990,1.94005914,42.28975785,-71.46012733,Massachusetts
165996,1.93708769,42.2898,-71.46050802,Massachusetts
166002,1.93740577,42.28980137,-71.46050923,Massachusetts
166008,1.93951036,42.2898161,-71.460512,Massachusetts
166014,2.15883278,42.28981971,-71.55652899,Massachusetts
166020,1.93010289,42.28983079,-73.15871617,Massachusetts
166026,1.94718552,42.2898345,-71.46064603,Massachusetts
166032,1.95297527,42.28984049,-71.46064033,Massachusetts
166038,1.93417363,42.28984929,-71.46063041,Massachusetts
166044,1.9320312,42.28985204,-71.4606352,Massachusetts
166050,1.93546359,42.28985284,-71.46063452,Massachusetts
166056,1.93921451,42.28985394,-71.46063268,Massachusetts
166062,1.95480251,42.2898624,-71.50828142,Massachusetts
166068,2.04503164,42.28990133,-71.56350978,Massachusetts
166074,2.02202934,42.28996575,-71.55592446,Massachusetts
166080,2.01012004,42.28999625,-71.56792849,Massachusetts
166086,1.95098946,42.29002223,-71.52640041,Massachusetts
166092,1.94009589,42.29003769,-71.46116622,Massachusetts
166098,2.02134756,42.29005421,-71.56929163,Massachusetts
166104,1.95703951,42.29008907,-71.46171896,Massachusetts
166110,1.94827832,42.29013016,-71.46198516,Massachusetts
166116,1.93493417,42.29016412,-71.46210223,Massachusetts
166122,2.03561723,42.29020577,-71.55468567,Massachusetts
166128,2.15823892,42.29023877,-71.55480514,Massachusetts
166134,1.93427204,42.29027691,-71.46237556,Massachusetts
166140,1.93583556,42.29031054,-71.46243619,Massachusetts
166146,1.96273677,42.29031795,-71.77985631,Massachusetts
166152,1.95722349,42.29033997,-71.55365391,Massachusetts
166158,1.95222116,42.29034693,-71.52643768,Massachusetts
166164,2.03949691,42.29035748,-71.55423037,Massachusetts
166170,1.93621662,42.29037286,-71.46252021,Massachusetts
166176,1.96748772,42.2903978,-71.78280618,Massachusetts
166182,1.96742286,42.29041848,-71.78307594,Massachusetts
166188,2.03938259,42.29043544,-71.55378691,Massachusetts
166194,1.96767008,42.29044186,-71.78334638,Massachusetts
166200,1.98439673,42.29044707,-71.79053959,Massachusetts
166206,1.93815895,42.29045255,-71.46262882,Massachusetts
166212,1.946151,42.29045755,-71.55175962,Massachusetts
166218,1.94126247,42.29046222,-71.55060264,Massachusetts
166224,1.96737896,42.29046675,-71.78361454,Massachusetts
166230,1.94408008,42.29047031,-71.54904972,Massachusetts
166236,2.12428889,42.29048528,-71.54445195,Massachusetts
166242,1.92994312,42.2905025,-73.16008676,Massachusetts
166248,1.97134076,42.29051313,-71.78414343,Massachusetts
166254,1.96375992,42.29052281,-71.77750014,Massachusetts
166260,2.03946953,42.29053576,-71.55295852,Massachusetts
166266,1.9346477,42.29055276,-71.46277342,Massachusetts
166272,2.13889931,42.29055473,-71.54465479,Massachusetts
166278,2.16834084,42.29055884,-71.55262525,Massachusetts
166284,2.14347403,42.29056519,-71.54564134,Massachusetts
166290,2.12348117,42.29057053,-71.54810205,Massachusetts
166296,2.16181704,42.29057506,-71.5461289,Massachusetts
166302,2.12264462,42.29057776,-71.5487758,Massachusetts
166308,2.16917673,42.29058502,-71.54660099,Massachusetts
166314,2.12948067,42.29059099,-71.55011332,Massachusetts
166320,2.1350097,42.29059378,-71.5505457,Massachusetts
166326,2.17713867,42.2905976,-71.54735877,Massachusetts
166332,2.17508405,42.29060065,-71.54807177,Massachusetts
166338,2.05157622,42.29060604,-71.54816729,Massachusetts
166344,2.17879369,42.29060775,-71.54890403,Massachusetts
166350,2.03289006,42.29060784,-71.54838459,Massachusetts
166356,1.97235512,42.29060846,-71.78521816,Massachusetts
166362,2.18325953,42.29060961,-71.54913136,Massachusetts
166368,2.03890402,42.29061315,-71.54910652,Massachusetts
166374,2.03777567,42.29061529,-71.5496351,Massachusetts
166380,2.18375153,42.29061618,-71.55010005,Massachusetts
166386,2.02996265,42.29061861,-71.55045315,Massachusetts
166392,1.96020581,42.29063231,-71.4257773,Massachusetts
166398,1.94322707,42.29063704,-71.53928487,Massachusetts
166404,1.98508548,42.29066133,-71.78793062,Massachusetts
166410,1.9520687,42.29067072,-71.52647902,Massachusetts
166416,1.98311335,42.29067809,-71.78699221,Massachusetts
166422,2.12376936,42.29072906,-71.53848776,Massachusetts
166428,1.94206797,42.29077065,-71.5369678,Massachusetts
166434,2.114702,42.2907921,-71.53813652,Massachusetts
166440,1.94158862,42.29081957,-71.53600618,Massachusetts
166446,2.12506125,42.2908503,-71.53718945,Massachusetts
166452,2.13123593,42.29087093,-71.53687328,Massachusetts
166458,1.93966835,42.29089124,-71.53473873,Massachusetts
166464,1.96185643,42.29091591,-71.77526464,Massachusetts
166470,1.94267477,42.29096967,-71.53348849,Massachusetts
166476,2.14024798,42.29097852,-71.53528445,Massachusetts
166482,2.14217211,42.29102016,-71.53464366,Massachusetts
166488,1.94317605,42.29104148,-71.53224648,Massachusetts
166494,1.93350814,42.29107359,-71.46343093,Massachusetts
166500,1.95863797,42.29110277,-71.7741676,Massachusetts
166506,1.95390596,42.29113579,-71.52653681,Massachusetts
166512,2.14287281,42.2911615,-71.53244226,Massachusetts
166518,2.12491018,42.29119843,-71.53112389,Massachusetts
166524,1.9612966,42.29123588,-71.77333891,Massachusetts
166530,1.94164814,42.29128106,-71.52927113,Massachusetts
166536,1.95556782,42.29132056,-71.42629813,Massachusetts
166542,1.95664595,42.29133976,-71.50793581,Massachusetts
166548,1.94182075,42.29137766,-71.52824426,Massachusetts
166554,1.97995805,42.29141378,-71.77225056,Massachusetts
166560,1.95452692,42.29142992,-71.42637967,Massachusetts
166566,1.95528858,42.29148054,-71.52723539,Massachusetts
166572,2.00042226,42.29150819,-71.77168081,Massachusetts
166578,2.02199748,42.29160408,-71.77109808,Massachusetts
166584,1.95681602,42.29164217,-71.42654211,Massachusetts
166590,1.96104275,42.29167302,-71.52700497,Massachusetts
166596,1.95699099,42.29170269,-71.52677213,Massachusetts
166602,2.03051378,42.29174654,-71.77023796,Massachusetts
166608,1.9540325,42.29177726,-71.52626164,Massachusetts
166614,1.93346012,42.29180617,-73.16473856,Massachusetts
166620,2.02638337,42.29184073,-71.76965919,Massachusetts
166626,2.02373242,42.29188862,-71.76936553,Massachusetts
166632,1.93020558,42.29194441,-73.16554709,Massachusetts
166638,1.95624601,42.29196327,-71.4267905,Massachusetts
166644,2.03256414,42.291986,-71.76876998,Massachusetts
166650,2.16941462,42.29204017,-71.52404414,Massachusetts
166656,2.05182617,42.29208459,-71.76816731,Massachusetts
